Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English,English_Steam,Korean_Steam,Simplified Chinese_Steam
Nayuta.Debauchery2-4,那由多,「他の方々にもご奉仕をしていて…遅れてしまい申し訳ありませんっ♥」,「他の方々にもご奉仕をしていて…遅れてしまい申し訳ありませんっ♥」,「因為還要服侍其他各位…所以遲到了，非常抱歉♥」,"I'm sorry I'm late, I've been serving other people.","""I was serving others... I apologize for being late♥""",「다른 분들께도 봉사를 하고 있어서… 늦어서 죄송합니다♥」,「因为还要服侍其他各位…所以迟到了，非常抱歉♥」
,,,,,,,,
Nayuta.Debauchery2-5,観客,「なるほどな、通りでザーメン臭いわけだ」,「なるほどな、通りでザーメン臭いわけだ」,「原來如此，難怪一股精液味。」,I see. No wonder you smell like cum in the street.,"""I see, that explains the smell.""","「과연, 그래서 정액 냄새가 나는 거군」",「原来如此，难怪一股精液味。」
,,,,,,,,
Nayuta.Debauchery2-6,那由多,「体の落書きも消せなくて…大丈夫ですっ♥ご奉仕に支障はありませんのでっ♥」,「体の落書きも消せなくて…大丈夫ですっ♥ご奉仕に支障はありませんのでっ♥」,「身上的塗鴉也沒能完全擦掉…沒關係♥，不會影響服務的♥」,I can't even erase the graffiti on my body...it's okay...it won't interfere with my service.,"""I couldn't remove the writing on my body... But it's fine♥ It won't interfere with my service♥""",「몸의 낙서도 지울 수 없어서… 괜찮습니다♥ 봉사에 지장은 없으니까요♥」,「身上的涂鸦也没能完全擦掉…没关系♥，不会影响服务的♥」
,,,,,,,,
Nayuta.Debauchery2-7,観客,「まあいいや、とっととチンポしゃぶれ」,「まあいいや、とっととチンポしゃぶれ」,「算了，趕快來給我吸。」,"""Oh well, get on with it and suck my dick.""","""Well whatever, just hurry up and suck on it.""","「뭐 됐어, 빨리 자지 빨아」",「算了，赶快来给我吸。」
,,,,,,,,
Nayuta.Debauchery2-8,那由多,「はいっ♥、那由多っ♥皆様のおチンポしゃぶらせていただきますっ♥！」,「はいっ♥、那由多っ♥皆様のおチンポしゃぶらせていただきますっ♥！」,「是♥，那由多♥，會舔吸各位的陰莖的♥！」,"Yes, Nayuta, I will suck your cock!","""Yes♥ Nayuta♥ will service everyone♥""","「네엣♥, 나유타♥ 여러분의 자지 빨겠습니다♥!」",「是♥，那由多♥，会舔吸各位的阴茎的♥！」
,Nayuta debauchery 2-2,,,,,,,
Nayuta.Debauchery2-9,,そして那由多はためらうことなく目の前のチンポを口に入れる,そして那由多はためらうことなく目の前のチンポを口に入れる,接著那由多毫不猶豫地將眼前的陰莖含進嘴裡。,And Nayuta puts the cock in front of her mouth without hesitation.,Nayuta then took the cock in her mouth without hesitation.,그리고 나유타는 망설임 없이 눈앞의 자지를 입에 넣는다,接着那由多毫不犹豫地将眼前的阴茎含进嘴里。
,,,,,,,,
Nayuta.Debauchery2-10,Nayuta debauchery 2-3,ジュポッ、ジュポッ、ジュポッ、ジュポッ！,ジュポッ、ジュポッ、ジュポッ、ジュポッ！,啾波、啾波、啾波、啾波！,"Jup, jup, jup, jup, jup!","Slurp, slurp, slurp, slurp!","쥬폿, 쥬폿, 쥬폿, 쥬폿!",啾波、啾波、啾波、啾波！
,,,,,,,,
Nayuta.Debauchery2-11,那由多,「むふっ♥どーれすかっ♥わらひの口マンコっ♥」,「むふっ♥どーれすかっ♥わらひの口マンコっ♥」,「姆呼♥，怎麼樣♥，我的口穴♥」,"""Muhuhu, do you want some of that?","""Mfuh♥ How is it♥ My mouth♥""",「음훗♥ 어떠세욧♥ 나의 입 보지♥」,「姆呼♥，怎么样♥，我的口穴♥」
,,,,,,,,
Nayuta.Debauchery2-12,観客,「おっ、那由多ちゃんチンポしゃぶるの随分上手くなったね」,「おっ、那由多ちゃんチンポしゃぶるの随分上手くなったね」,「喔，那由多吸陰莖的技術進步了不少嘛。」,"""Oh, Nayuta, you're getting so good at sucking cock.""","""Oh, you've gotten quite skilled at sucking.""","「오옷, 나유타쨩 자지 빠는 거 상당히 능숙해졌네」",「喔，那由多吸阴茎的技术进步了不少嘛。」
,,,,,,,,
Nayuta.Debauchery2-13,那由多,「はひっ♥、沢山練習したのでっ♥、即尺フェラは得意技ですっ♥」,「はひっ♥、沢山練習したのでっ♥、即尺フェラは得意技ですっ♥」,「是♥，因為練習了很多♥，速射口交是我的拿手絕活♥」,"I've practiced a lot, so I'm good at giving a quick blowjob.","""Yes♥ I've practiced a lot♥ Immediate service is my specialty♥""","「네엣♥, 많이 연습했으니까♥, 즉시 발기시키는 펠라는 특기입니다♥」",「是♥，因为练习了很多♥，速射口交是我的拿手绝活♥」
,,,,,,,,
Nayuta.Debauchery2-14,観客,「ははっ！流石は元最強の聖核戦姫だ、センスは抜群だな！」,「ははっ！流石は元最強の聖核戦姫だ、センスは抜群だな！」,「哈哈！不愧是前最強的聖核戰姫，天賦就是出眾！」,"""Haha! You're the former most powerful Holy Core Battlemaiden, you've got great taste!""","""Haha! As expected of the former strongest Holy Core Battlemaiden, your talent is exceptional!""","「하핫! 역시 전 최강의 성핵전희다, 센스는 발군이네!」",「哈哈！不愧是前最强的圣核战姫，天赋就是出众！」
,,,,,,,,
Nayuta.Debauchery2-15,那由多,「ありがとうございますっ♥、メスブタ那由多っ♥嬉しいですっ♥」,「ありがとうございますっ♥、メスブタ那由多っ♥嬉しいですっ♥」,「謝謝您♥，母豬那由多♥，好開心♥」,"Thank you, Nayuta, I'm so happy!","""Thank you♥ Nayuta the pig is happy♥""","「감사합니다♥, 암퇘지 나유타♥ 기쁩니다♥」",「谢谢您♥，母猪那由多♥，好开心♥」
,,,,,,,,
Nayuta.Debauchery2-16,,そして那由多は唇に力を入れ、男のチンポの裏筋をなぞるようにフェラしていく,そして那由多は唇に力を入れ、男のチンポの裏筋をなぞるようにフェラしていく,接著那由多嘴唇用力，沿著男人的陰莖背面舔吸。,"Then Nayuta puts her lips on the man's cock and sucks it, tracing the underside of the man's cock",Nayuta then applied pressure with her lips and continued her service with technique.,"그리고 나유타는 입술에 힘을 주어, 남자의 자지 뒷줄기를 핥듯이 펠라해 간다",接着那由多嘴唇用力，沿着男人的阴茎背面舔吸。
,,,,,,,,
Nayuta.Debauchery2-17,,ジュポッ、ジュポッ、ジュポッ、ジュポッ！,ジュポッ、ジュポッ、ジュポッ、ジュポッ！,啾波、啾波、啾波、啾波！,"Jup, jup, jup, jup, jup!","Slurp, slurp, slurp, slurp!","쥬폿, 쥬폿, 쥬폿, 쥬폿!",啾波、啾波、啾波、啾波！
,Nayuta debauchery 2-3,,,,,,,
Nayuta.Debauchery2-18,那由多,(わかりますっ、今は剣を握る感覚より…口の中のチンポの感覚の方が研ぎ澄まされているっ♥),(わかりますっ、今は剣を握る感覚より…口の中のチンポの感覚の方が研ぎ澄まされているっ♥),（我懂了♥，現在比起握劍的感覺…口中陰莖的感覺更敏銳了♥）,"(I know, now the sensation of a cock in my mouth is sharper than the sensation of holding a sword... ♥)","(I understand, now my senses are more attuned to the cock in my mouth than a blade in my hand♥)","(알겠습니다♥, 지금은 검을 쥐는 감각보다… 입안의 자지 감각이 더 예민해져 있어♥)",（我懂了♥，现在比起握剑的感觉…口中阴茎的感觉更敏锐了♥）
,,,,,,,,
Nayuta.Debauchery2-19,那由多,(チンポの扱い方…刀の道よりも奥が深いですっ♥),(チンポの扱い方…刀の道よりも奥が深いですっ♥),（服侍陰莖的方法…比刀法還要深奧♥）,(How to handle a cock...it's deeper than the way of the sword ♥),(The cock... is much more complicated than the way of the sword♥),(자지 다루는 법… 칼의 길보다 더 깊습니다♥),（侍弄阴茎的方法…比刀法还要深奥♥）
,,,,,,,,
Nayuta.Debauchery2-20,観客,「那由多ちゃんチンポに必死でフェラ顔になっちゃって…まあ最後まで頼むよ」,「那由多ちゃんチンポに必死でフェラ顔になっちゃって…まあ最後まで頼むよ」,「那由多為了陰莖拼命口交的表情…很賣力，拜託妳做到最後了。」,"Nayuta―chan, you're so desperate for cock that you've got a blowjob face... well, just finish me off, please.""","""You're so desperate... Well, please continue to the end.""",「나유타쨩 자지에 필사적이어서 펠라 얼굴이 되어버렸네… 뭐 끝까지 부탁해」,「那由多为了阴茎拼命口交的表情…很卖力，拜托你做到最后了。」
,,,,,,,,
Nayuta.Debauchery2-21,那由多,「ジュプッ♥、那由多にっ♥、おまかせくらはいっ♥！」,「ジュプッ♥、那由多にっ♥、おまかせくらはいっ♥！」,「啾噗♥，交給那由多♥，請放心♥！」,"""Jup, Nayuta, leave it to me!""","""Slurp♥ Leave it♥ to Nayuta♥!""","「쥬풋♥, 나유타에게♥, 맡겨주세요♥!」",「啾噗♥，交给那由多♥，请放心♥！」
,,,,,,,,
Nayuta.Debauchery2-22,,ジュポッ、ジュポッ、ジュポッ、ジュポッ！,ジュポッ、ジュポッ、ジュポッ、ジュポッ！,啾波、啾波、啾波、啾波！,"Jup, jup, jup, jup, jup!","Slurp, slurp, slurp, slurp!","쥬폿, 쥬폿, 쥬폿, 쥬폿!",啾波、啾波、啾波、啾波！
,,,,,,,,
Nayuta.Debauchery2-23,那由多,「んっ♥、ん゛ふっ♥、ぶもっ♥、ぶもっ♥」,「んっ♥、ん゛ふっ♥、ぶもっ♥、ぶもっ♥」,「嗯♥，嗯呼♥、噗哞♥、噗哞♥」,"""Mmm, mmm, mmm, mmm, mmm, mmm, mmm.""","""Mm♥ Mfuh♥ Mmo♥ Mmo♥""","「응읏♥, 응옷 훗♥, 부못♥, 부못♥」",「嗯♥，嗯呼♥、噗哞♥、噗哞♥」
,,,,,,,,
Nayuta.Debauchery2-24,観客,「っ、おおっ、がっつきやがって、出すぞっ！」,「っ、おおっ、がっつきやがって、出すぞっ！」,「唔，真貪吃啊，我要射了！」,"""Oh, oh, you greedy, greedy, I'm gonna get you out!""","""Oh, you're really going at it, I'm coming!""","「윽, 오오옷, 꿀꺽거리며, 싼다!」",「唔，真会抢食啊，我要射了！」
,,,,,,,,
Nayuta.Debauchery2-25,那由多,「ぶもっ♥、ぶもっ♥、なゆたのくひにっ♥、だひてくらはいっ♥」,「ぶもっ♥、ぶもっ♥、なゆたのくひにっ♥、だひてくらはいっ♥」,「噗哞♥、噗哞♥，射在那由多的嘴裡♥，請射♥」,"""Bumo, bumo, nayuta no kuhini, dahitte kurayai!""","""Mmo♥ Mmo♥ In Nayuta's mouth♥ Please finish♥""","「부못♥, 부못♥, 나유타 입에♥, 싸주세요♥」",「噗哞♥、噗哞♥、射在那由多的嘴里♥，请射♥」
,Nayuta debauchery 2-4,,,,,,,
Nayuta.Debauchery2-26,,ドビュルルッ、ドプッ！,ドビュルルッ、ドプッ！,咚咻嚕、咚噗！,Doburrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr!,"Splurt, splash!","도뷰르르릇, 도풋!",咚咻噜、咚噗！
,,,,,,,,
Nayuta.Debauchery2-27,那由多,「ん゛ん～～～っ♥！ゴキュッ♥、ゴキュッ♥」,「ん゛ん～～～っ♥！ゴキュッ♥、ゴキュッ♥」,「嗯嗯～～～唔♥！咕啾♥、咕啾♥」,"""Oh, God, oh, God, oh, God! ","""Mmm♥! Gulp♥ gulp♥""","「응옷 응~~~윽♥! 꿀꺽♥, 꿀꺽♥」",「嗯嗯～～～唔♥！咕啾♥、咕啾♥」
,Nayuta debauchery 2-5,,,,,,,
Nayuta.Debauchery2-28,那由多,「ん゛っ♥、んうっ♥、むふ～っ♥、むふ～っ♥」,「ん゛っ♥、んうっ♥、むふ～っ♥、むふ～っ♥」,「嗯♥、唔嗯♥、姆呼～♥、姆呼～♥」,"""Mmmmmm, mmmm, mmmm, mmmm, mmmm, mmmm.""","""Mm♥ Muh♥ Mfuu♥ Mfuu♥""","「응옷 윽♥, 으읏♥, 므후~♥, 므후~♥」",「嗯♥、唔嗯♥、姆呼～♥、姆呼～♥」
,,,,,,,,
Nayuta.Debauchery2-29,観客,「コイツッ、出したってのにチンポから口離さねえｗ」,「コイツッ、出したってのにチンポから口離さねえｗ」,「這傢伙，都射了，還含著陰莖不放w」,"""This guy won't take his mouth off my dick even though I've already taken it out.""","""This one won't let go even after I finished, ha.""","「이 녀석, 쌌는데도 자지에서 입 떼지 않네ㅋ」",「这家伙，射了还不把阴茎从嘴里拿出来w」
,,,,,,,,
Nayuta.Debauchery2-30,那由多,「むふっ♥、那由多はっ、おチンポが大好きなのでっ♥」,「むふっ♥、那由多はっ、おチンポが大好きなのでっ♥」,「姆呼♥，因為那由多最喜歡陰莖了♥」,"""Muhu♥, Nayuta loves cock so much!""","""Mfuh♥ Nayuta loves the cock♥""","「므훗♥, 나유타는, 자지가 너무 좋아서요♥」",「姆呼♥，因为那由多最喜欢阴茎了♥」
,,,,,,,,
Nayuta.Debauchery2-31,那由多,「皆様っ♥、那由多の口オナホッ♥、沢山お使いくださいっ♥！」,「皆様っ♥、那由多の口オナホッ♥、沢山お使いくださいっ♥！」,「各位♥，請盡情使用那由多這張口穴♥！」,"""Ladies and gentlemen, please use Nayuta's mouth masturbation as much as you can!","""Everyone♥ Please use Nayuta's mouth♥ as much as you want♥""","「여러분♥, 나유타의 입 오나홀♥, 잔뜩 사용해주세요♥!」",「各位♥，请尽情使用那由多这张口穴♥！」
