Key,Comment,Japanese,Japanese_Steam,English,Traditional Chinese_Steam,Traditional Chinese,Simplified Chinese,English_Steam,Korean_Steam,Simplified Chinese_Steam
Hisui.Fallen3-77,,その後、K46号は二度とヒスイとしての自我を持つことは無くなり、K46号として財団に尽くす戦闘員となるのだった。,その後、K46号は二度とヒスイとしての自我を持つことは無くなり、K46号として財団に尽くす戦闘員となるのだった。,,此後，K46號再也沒有以「翡翠」的身分恢復自我，而是永遠作為K46號——財團忠誠的戰鬥員，徹底為其效命。,其後，K46號再也沒有擁有翡翠的自我，成為全心全意為財團服務的戰鬥員。,,"After that, K46 never again possessed self-awareness as Hisui, becoming a soldier who served the Foundation as K46.","그 후, K46호는 두 번 다시 히스이로서의 자아를 가지는 일 없이, K46호로서 재단에 힘쓰는 전투원이 되었다.",此后，K46号再也没有以「翡翠」的身分恢复自我，而是永远作为K46号——财团忠诚的战斗员，彻底为其效命。
,,,,,,,,,,
Hisui.Fallen3-78,,――――――――,――――――――,,――――――――,――――――――,,――――――――,――――――――,――――――――
,,,,,,,,,,
Hisui.Fallen3-79,,――――,――――,,――――,――――,,――――,――――,――――
,,,,,,,,,,
Hisui.Fallen3-80,,ー,ー,,ー,――,,ー,ー,ー
,,,,,,,,,,
Hisui  Debauchery Scene,注釈,淫乱化シーン,淫乱化シーン,聖核ちシーン,淫乱化シーン,淫乱化シーン,,,타락화 이벤트 2,淫乱化シーン
,,,,,,,,,,
Hisui.Horny1-1,,財団アジトにて――――,財団アジトにて――――,,――――在財團基地,在財團基地內――――,,At the Foundation's hideout,재단 아지트에서――――,――――在财团据点
,,,,,,,,,,
Hisui.Horny1-2,K46号,「キィーーーーーーッ！K46号、ただいま参りましたッ！」,「キィーーーーーーッ！K46号、ただいま参りましたッ！」,,「嘰ーーーーーー！K46號，報到完畢！」,「咦―――！K46號，我回來了！」,,"""Kiiiiiii! K46, reporting for duty!""","「키이ーーーーーー잇! K46호, 지금 도착했습니다!」",「吱ーーーーーー！K46号，报到完毕！」
,,,,,,,,,,
Hisui.Horny1-3,エレナ,「ああ、来ましたかK46号。」,「ああ、来ましたかK46号。」,,「啊，來了啊，K46號。」,「啊，來了嗎，K46號。」,,"""Ah, you've arrived, K46.""","「아아, 왔습니까 K46호.」",「啊，来了啊，K46号。」
,,,,,,,,,,
Hisui.Horny1-4,K46号,「キィーーーーッ！」,「キィーーーーッ！」,,「嘰ーーーー！」,「咦―――！」,,"""Kiiiiiii!""",「키이ーーーー잇!」,「吱ーーーー！」
,,,,,,,,,,
Hisui.Horny1-5,エレナ,「今回はプロバガンダAVの撮影です。K46号は奉仕任務にも非常に評判が良いようでしたので…」,「今回はプロバガンダAVの撮影です。K46号は奉仕任務にも非常に評判が良いようでしたので…」,,「這次要進行的是宣傳用的影片拍攝。妳在奉仕任務上的評價似乎相當不錯……」,「這次是拍攝宣傳AV的任務。由於K46號在服務任務上聲譽很好...」,,"""This time we'll be filming a propaganda porn. I heard that you have an excellent reputation for service duties...""",「이번에는 프로파간다 AV 촬영입니다. K46호는 봉사 임무에도 매우 평판이 좋은 것 같았으므로…」,「这次要进行的是宣传用的影片拍摄。你在奉仕任务上的评价似乎相当不错……」
,,,,,,,,,,
Hisui.Horny1-6,K46号,「キィーーーーッ！ありがとうございます！光栄でありますっ！」,「キィーーーーッ！ありがとうございます！光栄でありますっ！」,,「嘰ーーーー！非常感謝！這是我的榮幸！」,「咦―――！謝謝！我感到榮幸！」,,"""Kiiiiiii! Thank you! It's an honor!""",「키이ーーーー잇! 감사합니다! 영광입니다!」,「吱ーーーー！非常感谢！这是我的荣幸！」
,,,,,,,,,,
Hisui.Horny1-7,エレナ,「よろしい。それで貴女に任せたい役ですが…」,「よろしい。それで貴女に任せたい役ですが…」,,「很好。那麼，這次要交給妳的角色是……」,「好的。這個角色我想交給您處理...」,,"""Good. Now, about the role I want to assign you...""",「좋습니다. 그래서 당신에게 맡기고 싶은 역할입니다만…」,「很好。那么，这次要交给你的角色是……」
,,,,,,,,,,
Hisui.Horny1-8,,,,,,,,,,
,,,,,,,,,,
Hisui.Horny1-9,K46号(変身),「……これはっ？」,「……これはっ？」,,「……這是？」,「......這是？」,,"""...What is this?""",「……이것은?」,「……这是？」
,,,,,,,,,,
Hisui.Horny1-10,エレナ,「それは最後まで我々フォーレン財団に抗った最後の聖核戦姫、西園寺ヒスイの“コスプレ衣装”です。」,「それは最後まで我々フォーレン財団に抗った最後の聖核戦姫、西園寺ヒスイの“コスプレ衣装”です。」,,「那是直到最後仍在對抗我們墮落財團的聖核戰姫——西園寺翡翠的cosplay服裝。」,「這是最後一位對抗我們福倫財團的最後一位聖核戰姬，西園寺翡翠的“角色扮演服裝”。」,,"""That's a 'cosplay outfit' of Hisui Saionji, the last Holy Core Battlemaiden who resisted the Forren Foundation to the very end.""","「이것은 마지막까지 우리 폴른 재단에 저항했던 최후의 성핵전희, 사이온지 히스이의 “코스프레 의상”입니다.」",「那是最后仍然对我们佛伦财团抗争的圣核战姫——西园寺翡翠的cosplay服装。」
,,,,,,,,,,
Hisui.Horny1-11,K46号,「キィーーーーーッ！な、なんというか…不気味な服装ですね…っ！」,「キィーーーーーッ！な、なんというか…不気味な服装ですね…っ！」,,「嘰ーーーー！這、這打扮……真是詭異啊……！」,「咦―――！這、這穿著…有點詭異呢…！」,,"""Kiiiiiii! How should I put it... it's a creepy outfit...!""","「키이ーーーーー잇! 뭐, 뭐라고 할까… 불길한 복장이군요…!」",「吱ーーーー！这、这打扮……真是诡异啊……！」
,,,,,,,,,,
Hisui.Horny1-12,エレナ,「ふふっ…まあ安っぽいコスプレですが似合っていますよ。まるで本当に愚かなあの女のようです。」,「ふふっ…まあ安っぽいコスプレですが似合っていますよ。まるで本当に愚かなあの女のようです。」,,「呵呵，雖然只是廉價的角色服，但還挺適合妳的。妳跟那個愚蠢的女人本人一摸一樣呢。」,「呵呵…雖然是廉價的角色扮演，但你穿起來很適合。就像是那個愚蠢女人一樣。」,,"""Hehe... Well, it's a cheap cosplay, but it suits you. You look just like that foolish woman.""",「후훗… 뭐 값싼 코스프레이지만 잘 어울리는군요. 마치 정말 어리석은 그 여자 같습니다.」,「呵呵，虽然只是廉价的角色服，但还挺适合你的。你跟那个愚蠢的女人本人一摸一样呢。」
,,,,,,,,,,
Hisui.Horny1-13,K46号,「キィーーーーッ！ありがとうございます！不愉快な恰好ですが、全力で演技いたします！」,「キィーーーーッ！ありがとうございます！不愉快な恰好ですが、全力で演技いたします！」,,「嘰ーーーー！感謝您的稱讚！雖然這身裝扮令人不快，但我會全力投入演出的！」,「咦―――！謝謝！雖然穿著令人不快，但我會全力以赴演出！」,,"""Kiiiiiii! Thank you! It's an unpleasant outfit, but I'll act with all my might!""","「키이ーーーー잇! 감사합니다! 불쾌한 모습이지만, 전력으로 연기하겠습니다!」",「吱ーーーー！感谢您的称赞！虽然这身装扮令人不快，但我会全力投入演出的！」
,,,,,,,,,,
Hisui.Horny1-14,エレナ,「ええ、期待しています。それでは撮影を始めましょうか…」,「ええ、期待しています。それでは撮影を始めましょうか…」,,「很好，我很期待。那麼——開始拍攝吧……」,「是的，我很期待。那麼，我們開始拍攝吧...」,,"""Yes, I'm looking forward to it. Well then, shall we begin filming...""","「네, 기대하고 있습니다. 그럼 촬영을 시작할까요…」",「很好，我很期待。那么——开始拍摄吧……」
,,,,,,,,,,
Hisui.Horny1-15,,,,,,,,,,
,,,,,,,,,,
Hisui.Horny1-16,Hisui＆Erena　１－１,AV撮影部屋にて,AV撮影部屋にて,,AV攝影房間內,在AV拍攝室內。,,In the Porn filming room,AV 촬영 방에서,AV摄影房间内
,,,,,,,,,,
Hisui.Horny1-17,エレナ,「くうっ……聖核戦姫であるこの私……清藤エレナがこんな雑魚戦闘員にっ……！」,「くうっ……聖核戦姫であるこの私……清藤エレナがこんな雑魚戦闘員にっ……！」,,「咕…身為聖核戰姬的我……清藤艾蓮娜竟然輸給這種雜魚戰鬥員……！」,「咕……身為聖核戰姬的我……清藤艾蓮娜竟然被這種小角色戰鬥員給……！」,,"""Guh... I, a Holy Core Battlemaiden... Erena Seidō, losing to such weak soldiers...!""",「크윽…… 성핵전희인 이 몸…… 세이토 엘레나가 이런 허접 전투원에게……!」,「咕…身为圣核战姬的我……清藤艾莲娜竟然输给这种杂鱼战斗员……！」
,,,,,,,,,,
Hisui.Horny1-18,ヒスイ,「そっ、そんなぁ……エレナ先輩が負けるなんてっ……！」,「そっ、そんなぁ……エレナ先輩が負けるなんてっ……！」,,「怎、怎麼會這樣……艾蓮娜前輩竟然輸了……！」,「這、這怎麼……艾蓮娜前輩居然會輸……！」,,"""N-no way... Erena is losing...!""","「그, 그런…… 엘레나 선배가 지다니……!」",「怎、怎么会这样……艾莲娜前辈竟然输了……！」
,,,,,,,,,,
Hisui.Horny1-19,戦闘員,「グフフッ、聖核戦姫といえども大したことは無かったなあ？」,「グフフッ、聖核戦姫といえども大したことは無かったなあ？」,,「咕呵呵，聖核戰姬也不過如此嘛？」,「呵呵呵，即使是聖核戰姬，也沒什麼了不起的嘛？」,,"""Gufufu, even Holy Core Battlemaidens aren't much after all, huh?""","「크흐흐, 성핵전희라고 해도 별거 아니었군?」",「咕呵呵，圣核战姬也不过如此嘛？」
,,,,,,,,,,
Hisui.Horny1-20,ヒスイ,「ううぅ…エレナ先輩っ……」,「ううぅ…エレナ先輩っ……」,,「嗚嗚…艾蓮娜前輩……」,「嗚嗚…艾蓮娜前輩……」,,"""Uuuh... Erena...""",「으으읏… 엘레나 선배……」,「呜呜…艾莲娜前辈……」
,,,,,,,,,,
Hisui.Horny1-21,エレナ,「心配しないで…ヒスイ！私がどうなっても貴女を守るからっ…！」,「心配しないで…ヒスイ！私がどうなっても貴女を守るからっ…！」,,「別擔心…翡翠！不管我怎麼樣，我都會保護妳的……！」,「不要擔心…翡翠！無論我如何，我都會保護你的…！」,,"""Don't worry... Hisui! No matter what happens to me, I'll protect you...!""",「걱정하지 마… 히스이! 내가 어떻게 되든 당신을 지킬 테니까…!」,「别担心…翡翠！不管我怎么样，我都会保护你的……！」
,,,,,,,,,,
Hisui.Horny1-22,ヒスイ,「え、エレナ先輩……！！」,「え、エレナ先輩……！！」,,「欸、艾蓮娜前輩……！！」,「哎、艾蓮娜前輩……！！」,,"""E-Erena...!!""","「에, 엘레나 선배……!!」",「欸、艾莲娜前辈……！！」
,,,,,,,,,,
Hisui.Horny1-23,戦闘員,「おーおー泣かせるねえ？これが聖核戦姫の絆か？」,「おーおー泣かせるねえ？これが聖核戦姫の絆か？」,,「哦ー吼ー真感人呢？這就是聖核戰姬的羈絆嗎？」,「喔喔，讓你哭了嗎？這就是聖核戰姬的羈絆嗎？」,,"""Oh, oh, how touching, eh? Is this the bond of the Holy Core Battlemaidens?""",「어어~ 감동적이네? 이것이 성핵전희의 유대인가?」,「哦ー吼ー真感人呢？这就是圣核战姬的羁绊吗？」
,,,,,,,,,,
Hisui.Horny1-24,,「だが負けた聖核戦姫はどうなるか理解していないんじゃねえか？」,「だが負けた聖核戦姫はどうなるか理解していないんじゃねえか？」,,「但輸掉的聖核戰姬會怎麼樣，妳不會不懂吧？」,「但是輸掉的聖核戰姬會怎麼樣，你難道沒有理解嗎？」,,"""But you don't seem to understand what happens to defeated Holy Core Battlemaidens, do you?""",「하지만 패배한 성핵전희가 어떻게 되는지 이해하지 못하는 거 아니야?」,「但输掉的圣核战姬会怎么样，你不会不懂吧？」
,,,,,,,,,,
Hisui.Horny1-25,エレナ,「な、何をするつもりですか……！？」,「な、何をするつもりですか……！？」,,「你、你打算做什麼……！？」,「你、你打算做什麼……！？」,,"""W-what are you planning to do...!?""","「무, 무슨 짓을 할 셈입니까……!?」",「你、你打算做什么……！？」
