Key,Comment,Japanese,Traditional Chinese,Simplified Chinese,Japanese_Steam,Traditional Chinese_Steam,English_Steam,Korean_Steam,Simplified Chinese_Steam
Dialog.DLC1-3-59,,そしてヒスイは意を決して自身の割れ目を棒の頂点へとあてがう,然後翡翠鼓起勇氣，將自己的裂縫對準棒的頂點。,,そしてヒスイは意を決して自身の割れ目を棒の頂点へとあてがう,於是翡翠下定決心，將自己的隙縫對準棒子的頂端。,Hisui then steeled herself and positioned her slit at the tip of his shaft.,그리고 히스이는 마음을 굳게 먹고 자신의 음부를 육봉 끝에 맞춘다,于是翡翠下定决心，将自己的隙缝对准棒子的顶端。
,,,,,,,,,
Dialog.DLC1-3-60,ヒスイ,(う～～～っ、私のはじめてがっ、こんな事に……っ♥！),(唔～～～，我的第一次，竟然變成這樣……♥！),,(う～～～っ、私のはじめてがっ、こんな事に……っ♥！),（嗚～～～我的第一次，竟然在這種事上……♥！）,"(Uuuugh, I can't believe this will be my first time♥)","(으~~~윽, 제 처음이, 이런 일에……윽♥!)",（呜～～～，我的第一次，竟然在这种事上……♥！）
,,,,,,,,,
Dialog.DLC1-3-61,,(…でも、よく考えたら戦闘員スーツの上からだから…直接入ってるわけじゃない…はず！),(…但是，仔細想想，因為是穿在戰鬥員服裡面的…應該不是直接接觸到皮膚的…吧！),,(…でも、よく考えたら戦闘員スーツの上からだから…直接入ってるわけじゃない…はず！),（…不過，仔細想想是隔著戰鬥服…應該不是直接進去…吧！）,"(...But if I think about it, it's through the soldier suit... so it's not going in directly... I think!)","(…하지만, 잘 생각해보니 전투원 슈트 위에서니까… 직접 들어오는 건 아니…겠죠!)",（…不过，仔细想想是隔着战斗服…应该不是直接进去…吧！）
,,,,,,,,,
Dialog.DLC1-3-62,,(そう！これはセックスなんかじゃない！それなら……っ♥！),(對！這不是性愛！如果是那樣的話……♥！),,(そう！これはセックスなんかじゃない！それなら……っ♥！),（對！這根本不是性交！那麼……♥！）,(Right! This isn't sex at all! In that case...♥!),(그래! 이건 섹스 따위가 아니야! 그렇다면……윽♥!),（对！这根本不是性交！那么……♥！）
,,,,,,,,,
Dialog.DLC1-3-63,,「はっ♥、はっ♥、じゃあ…入れます……よッ♥♥！」,「呀♥，呀♥，那麼…我要進去了……唷♥♥！」,,「はっ♥、はっ♥、じゃあ…入れます……よッ♥♥！」,「哈♥、哈♥，那麼…要進去了……哦♥♥！」,"""Hah♥ hah♥ then... I'm putting it... in♥♥!""","「핫♥, 핫♥, 자 그럼… 넣겠습니다……욧♥♥!」",「哈♥、哈♥，那么…要进去了……哦♥♥！」
,,,,,,,,,
Dialog.DLC1-3-64,Hisui story DLC 4-2,ずっぷうっ♥♥！！！,哇啊♥♥！！！,,ずっぷうっ♥♥！！！,滋噗♥♥！！！,Schlup!,즛푸웃♥♥!!!,滋噗♥♥！！！
,,,,,,,,,
Dialog.DLC1-3-65,,「きゅううううっ～～～～～～～っっ♥♥！！」,「求求求～～～～～～～～～～～～～～～～♥♥！！」,,「きゅううううっ～～～～～～～っっ♥♥！！」,「咻嗚嗚嗚～～～～～～～♥♥！！」,"""Kyuuuuuuuuu♥♥!!""",「큐우우우웃~~~~~윽♥♥!!」,「咻呜呜呜～～～～～～～♥♥！！」
,,,,,,,,,
Dialog.DLC1-3-66,,ヒスイは腰を下ろして戦闘員のチンポを自身の中へ迎え入れる。,翡翠坐下來，將戰鬥員的雞雞迎接進入自己的身體裡。,,ヒスイは腰を下ろして戦闘員のチンポを自身の中へ迎え入れる。,翡翠放下腰，將戰鬥員的陰莖迎進自己體內。,Hisui lowered her hips and welcomed the combatant's cock inside herself.,히스이는 허리를 내려 전투원의 자지를 자신의 안에 받아들인다.,翡翠放下腰，将战斗员的阴茎迎进自己体内。
,,,,,,,,,
Dialog.DLC1-3-67,ヒスイ,「はあっ♥、あっ♥、太いのっ♥、は、はいって…♥♥！」,「呀♥，呀♥，好粗♥，進、進去了…♥♥！」,,「はあっ♥、あっ♥、太いのっ♥、は、はいって…♥♥！」,「哈啊♥、啊♥、粗的♥、進、進來了…♥♥！」,"""Haah♥ ah♥ it's so thick♥ i-it's going in...♥♥!""","「하앗♥, 앗♥, 굵은 게♥, 드, 들어와서…♥♥!」",「哈啊♥、啊♥、粗的♥、进、进来了…♥♥！」
,,,,,,,,,
Dialog.DLC1-3-68,戦闘員,「おいおい何生娘みたいな反応してんだ？それでもお前下級戦闘員か？」,「喂喂，你這反應像個小女孩一樣嗎？你果然還是個下級戰鬥員嗎？」,,「おいおい何生娘みたいな反応してんだ？それでもお前下級戦闘員か？」,「喂喂，幹嘛反應得像個處女一樣？妳可是下級戰鬥員啊？」,"""Hey hey, what's with the virgin reaction? Are you really a junior soldier?""",「어이어이 무슨 처녀 같은 반응 하고 있어? 그러고도 너 하급 전투원인가?」,「喂喂，干嘛反应得像个处女一样？你可是下级战斗员啊？」
,,,,,,,,,
Dialog.DLC1-3-69,ヒスイ,「んあっ♥、そうでしたっ♥、きぃーーーーーっ♥！私は……悪の戦闘員っ…ですっ♥！」,「嗯啊♥，是的♥，啊啊啊啊啊♥！我是……惡的戰鬥員……♥！」,,「んあっ♥、そうでしたっ♥、きぃーーーーーっ♥！私は……悪の戦闘員っ…ですっ♥！」,「嗯啊♥、沒錯♥，嘰────────♥！我是……邪惡的戰鬥員…哦♥！」,"""Nah♥ that's right♥ kiiiiiii♥! I'm... an evil combatant...♥!""","「응앗♥, 그랬었죠♥, 키이ーーーーー잇♥! 저는…… 악의 전투원…입니다♥!」",「嗯啊♥、没错♥、吱────────♥！我是……邪恶的战斗员…哦♥！」
,,,,,,,,,
Dialog.DLC1-3-70,,(ううっ……最悪っ♥…だけど………),(唔……最糟糕了♥…但是………),,(ううっ……最悪っ♥…だけど………),（嗚嗚……感覺好糟♥…不過……）,(Uugh... this is the worst♥... but...),(으윽…… 최악♥… 하지만………),（呜呜……感觉好糟♥…不过……）
,,,,,,,,,
Dialog.DLC1-3-71,H46号,「はあっ♥、はあっ♥、今からっ♥あなたの可哀そうなおちんぽっ♥、私のおマンコで搾り取っちゃいますっ♥！」,「呀♥，呀♥，從現在開始♥，我會在我的小穴中榨乾你可憐的小弟弟♥！」,,「はあっ♥、はあっ♥、今からっ♥あなたの可哀そうなおちんぽっ♥、私のおマンコで搾り取っちゃいますっ♥！」,「哈啊♥、哈啊♥、現在♥你的可憐陰莖♥，要被我的小穴榨取出來♥！」,"""Haah♥ haah♥ now♥ I'm going to milk your poor cock♥ with my pussy♥!""","「하앗♥, 하앗♥, 지금부터♥ 당신의 불쌍한 자지♥, 제 보지로 짜내버릴게요♥!」",「哈啊♥、哈啊♥、现在♥你的可怜阴茎♥，要被我的小穴榨取出来♥！」
,,,,,,,,,
Dialog.DLC1-3-72,,そしてH46号は戦闘員の上で腰を振り始める。,然後H46號開始在戰鬥員之上擺動腰部。,,そしてH46号は戦闘員の上で腰を振り始める。,於是H46號開始在戰鬥員身上晃動腰部。,H46 then began moving her hips on top of the combatant.,그리고 H46호는 전투원 위에서 허리를 흔들기 시작한다.,于是H46号开始在战斗员身上晃动腰部。
,,,,,,,,,
Dialog.DLC1-3-73,Hisui story DLC 4-3,ヌルッ、パチュッ♥、パチュッ♥、パチュッ♥,滑溜溜、啪啾♥、啪啾♥、啪啾♥,,ヌルッ、パチュッ♥、パチュッ♥、パチュッ♥,啾嚕、啪啾♥、啪啾♥、啪啾♥,"Squelch, plap♥ plap♥ plap♥","누릇, 파츗♥, 파츗♥, 파츗♥",啾噜、啪啾♥、啪啾♥、啪啾♥
,,,,,,,,,
Dialog.DLC1-3-74,H46号,「お゛おっ♥、お゛うっ♥、おお～～～～っ♥♥」,「喔喔♥，喔呼♥，喔～～～～♥♥」,,「お゛おっ♥、お゛うっ♥、おお～～～～っ♥♥」,「哦♥、嗚♥、哦～～～～♥♥」,"""Ooh♥ ouh♥ oooooh♥♥""","「오옷 오옷♥, 오옷 웃♥, 오오~~~~옷♥♥」",「哦♥、呜♥、哦～～～～♥♥」
,,,,,,,,,
Dialog.DLC1-3-75,Hisui story DLC 4-4,(はあっ♥、はあっ♥、このおちんぽっ♥、奥まで届いて…初めてなのにっ…♥),「呀♥，呀♥，這根小弟弟♥，已經到達最深處了…明明是第一次…♥」,,(はあっ♥、はあっ♥、このおちんぽっ♥、奥まで届いて…初めてなのにっ…♥),（哈啊♥、哈啊♥、這個陰莖♥、頂到深處…明明是第一次…♥）,(Haah♥ haah♥ this cock♥ reaches so deep... even though it's my first time...♥),"(하앗♥, 하앗♥, 이 자지♥, 안쪽까지 닿아서… 처음인데…♥)",（哈啊♥、哈啊♥、这个阴茎♥、顶到深处…明明是第一次…♥）
,,,,,,,,,
Dialog.DLC1-3-76,,(おマンコがじんじんしてっ♥、気持ちいいっ…うっ♥、これも全部……変な洗脳されたせいっ……♥),(小穴在發痛♥，感覺很舒服…呜♥，這也全都……都是因為被奇怪洗腦的關係……♥),,(おマンコがじんじんしてっ♥、気持ちいいっ…うっ♥、これも全部……変な教育されたせいっ……♥),（小穴麻麻的♥、好舒服…嗚♥、這也都是…被奇怪教育過的關係……♥）,(My pussy is tingling♥ it feels good... ugh♥ this is all... because of that weird education...♥),"(보지가 징징거려서♥, 기분 좋아… 으윽♥, 이것도 전부…… 이상한 세뇌를 당한 탓이에요……♥)",（小穴麻麻的♥、好舒服…呜♥、这也都是…被奇怪教育过的关系……♥）
,,,,,,,,,
Dialog.DLC1-3-77,Hisui story DLC 4-3,「はあっ♥、はあっ♥、おおっ♥、んあっ♥！」,「呀♥，呀♥，喔♥，嗯啊♥！」,,「はあっ♥、はあっ♥、おおっ♥、んあっ♥！」,「哈啊♥、哈啊♥、哦哦♥、嗯啊♥！」,"""Haah♥ haah♥ ooh♥ nah♥!""","「하앗♥, 하앗♥, 오오옷♥, 응앗♥!」",「哈啊♥、哈啊♥、哦哦♥、嗯啊♥！」
,,,,,,,,,
Dialog.DLC1-3-78,,(はあっ♥、っ、こんな姿をエレナ先輩に見られたら……っ♥),「呀♥，這樣的樣子被艾蓮娜前輩看到的話……♥」,,(はあっ♥、っ、こんな姿をエレナ先輩に見られたら……っ♥),（哈啊♥……這樣的樣子要是被艾蓮娜前輩看到……♥）,(Haah♥ if Erena saw me like this...♥),"(하앗♥, 윽, 이런 모습을 엘레나 선배에게 보이면……윽♥)",（哈啊♥、啧，这样的样子要是被艾莲娜前辈看到……♥）
,,,,,,,,,
Dialog.DLC1-3-79,Hisui story DLC 4-4,(でもっ…これはスーツ越しだから…セックスじゃないっ……♥),(但是…這是穿著西裝的…不是性愛的……♥),,(でもっ…これはスーツ越しだから…セックスじゃないっ……♥),（但是…這是隔著戰鬥服…不是性交……♥）,(But... this is through the suit so... it's not sex...♥),(하지만… 이건 슈트 너머니까… 섹스가 아니야……♥),（但是…这是隔着战斗服…不是性交……♥）
,,,,,,,,,
Dialog.DLC1-3-80,,(怪しまれないようにしっかり演技…しないとっ♥),(要堅持好好表演…不然就會被懷疑喔♥),,(怪しまれないようにしっかり演技…しないとっ♥),（為了不被懷疑要好好的演…才行♥）,(I need to act properly... so I don't look suspicious♥),(의심받지 않도록 제대로 연기… 해야 해♥),（为了不被怀疑要好好的演…才行♥）
,Hisui story DLC 4-7,,,,,,,,
Dialog.DLC1-3-81,H46号,「はあっ♥、どうですかぁ♥、私の戦闘員おマンコっ♥」,「呀♥，怎麼樣啊♥，我的戰鬥員小穴呢♥」,,「はあっ♥、どうですかぁ♥、私の戦闘員おマンコっ♥」,「哈啊♥、怎麼樣♥，戰鬥員我的小穴♥」,"""Haah♥ how is it♥ my soldier pussy♥""","「하앗♥, 어떻습니까아♥, 제 전투원 보지♥」",「哈啊♥、怎么样♥，战斗员我的小穴♥」
